3852	1704	92	1.0
459	2082	144	1.0
4208	1258	120	1.0
4119	1967	160	1.0
1009	4011	93	1.0
3709	2763	58	1.0
372	2652	81	1.0
631	4294	89	1.0
184	1339	114	1.0
1570	212	19	1.0
528	3682	1	1.0
459	3240	98	1.0
568	3904	0	1.0
232	1710	13	1.0
2552	3472	46	1.0
632	4284	72	1.0
1104	1088	72	1.0
9	90	0	1.0
20	211	25	1.0
327	1784	144	1.0
709	935	95	1.0
570	3928	24	1.0
286	2066	55	1.0
1976	3963	132	1.0
472	3317	73	1.0
108	817	71	1.0
273	1954	132	1.0
338	2419	117	1.0
588	4050	16	1.0
3308	4357	109	1.0
2236	1444	96	1.0
34	312	24	1.0
2363	1496	134	1.0
483	3401	11	1.0
165	1209	128	1.0
801	1630	90	1.0
3824	3132	65	1.0
230	101	144	1.0
1184	724	167	1.0
929	3843	144	1.0
130	998	24	1.0
8	112	164	1.0
4661	4551	43	1.0
152	1129	114	1.0
405	2775	114	1.0
4830	4632	117	1.0
49	433	0	1.0
676	4491	17	1.0
40	375	121	1.0
2601	917	164	1.0
25	244	124	1.0
446	3160	139	1.0
281	2015	166	1.0
415	2949	51	1.0
144	1092	161	1.0
662	4443	60	1.0
640	4322	9	1.0
565	3888	142	1.0
2255	1541	0	1.0
3177	2389	54	1.0
535	3734	98	1.0
2328	259	50	1.0
2473	3041	120	1.0
73	631	158	1.0
3989	374	161	1.0
176	1280	33	1.0
929	3845	48	1.0
683	4539	0	1.0
306	2168	72	1.0
355	2549	44	1.0
2147	784	48	1.0
711	3017	144	1.0
65	513	114	1.0
168	1232	66	1.0
304	2165	120	1.0
6	77	120	1.0
1180	3229	118	1.0
528	3675	93	1.0
155	1148	0	1.0
227	1616	25	1.0
227	1630	65	1.0
45	402	91	1.0
251	1830	122	1.0
806	1790	72	1.0
75	653	48	1.0
527	3674	71	1.0
1450	1131	132	1.0
3101	1185	0	1.0
671	91	112	1.0
6	84	87	1.0
2643	578	91	1.0
4082	2089	165	1.0
3547	4578	130	1.0
3696	2001	84	1.0
1218	2449	0	1.0
1223	3663	85	1.0
72	604	99	1.0
98	783	166	1.0
286	1008	142	1.0
142	1076	121	1.0
612	4164	132	1.0
13	162	72	1.0
3255	4467	125	1.0
576	3991	71	1.0
4038	1624	20	1.0
506	3547	62	1.0
806	1795	21	1.0
573	3942	120	1.0
1053	4201	47	1.0
308	2186	24	1.0
189	1361	110	1.0
1523	3263	0	1.0
1974	4275	166	1.0
4026	877	154	1.0
654	4410	120	1.0
1769	685	161	1.0
2231	2650	61	1.0
1504	240	49	1.0
1632	233	160	1.0
269	1935	0	1.0
1889	3351	116	1.0
574	3975	144	1.0
2013	1130	22	1.0
424	2993	148	1.0
15	179	81	1.0
1113	786	145	1.0
1572	3158	72	1.0
2714	1241	165	1.0
2652	2200	167	1.0
1082	4662	130	1.0
2177	886	24	1.0
1686	3221	98	1.0
4759	519	96	1.0
410	2901	68	1.0
1640	1173	141	1.0
299	2144	73	1.0
4660	2116	147	1.0
294	2099	80	1.0
3709	2769	46	1.0
12	144	144	1.0
364	2594	48	1.0
1092	1464	26	1.0
351	2526	72	1.0
1141	1541	120	1.0
2445	3884	15	1.0
3699	1882	137	1.0
81	681	124	1.0
232	1052	94	1.0
233	95	96	1.0
4324	3484	36	1.0
269	1938	111	1.0
3082	358	2	1.0
698	4639	107	1.0
351	2531	133	1.0
876	3314	58	1.0
71	596	98	1.0
306	2166	119	1.0
1183	2387	151	1.0
204	1435	24	1.0
217	114	65	1.0
581	4017	25	1.0
2151	4628	163	1.0
2643	1694	138	1.0
325	2341	98	1.0
491	3438	148	1.0
3156	836	68	1.0
3167	1621	167	1.0
3714	3995	95	1.0
225	1611	104	1.0
3157	968	117	1.0
563	89	160	1.0
15	165	133	1.0
472	3320	145	1.0
3836	3117	67	1.0
318	2281	96	1.0
6	85	166	1.0
309	2196	121	1.0
7	89	119	1.0
2648	1704	67	1.0
683	4547	89	1.0
1286	4446	122	1.0
4347	1708	120	1.0
153	1136	114	1.0
4517	2492	60	1.0
397	2744	133	1.0
574	3975	83	1.0
4790	3870	59	1.0
177	1280	86	1.0
286	2064	118	1.0
491	3443	166	1.0
1103	4229	120	1.0
421	2980	25	1.0
366	2616	34	1.0
224	1595	104	1.0
323	2313	47	1.0
459	3242	88	1.0
8	110	69	1.0
3255	4461	0	1.0
2424	1472	133	1.0
210	1486	46	1.0
1464	3867	133	1.0
490	1048	48	1.0
1258	1019	0	1.0
652	4395	135	1.0
2908	4675	122	1.0
1929	1643	96	1.0
413	2913	67	1.0
34	310	138	1.0
1468	461	38	1.0
2932	3277	11	1.0
3205	3262	158	1.0
543	3765	22	1.0
692	4613	48	1.0
562	78	0	1.0
692	4613	163	1.0
472	3317	145	1.0
1974	3012	83	1.0
1356	85	92	1.0
253	1849	35	1.0
3728	3352	25	1.0
597	4121	120	1.0
508	3570	167	1.0
397	2734	107	1.0
39	363	163	1.0
4197	837	0	1.0
3138	3107	45	1.0
226	1621	95	1.0
271	1947	42	1.0
662	4436	96	1.0
162	1184	70	1.0
206	1463	63	1.0
2586	343	144	1.0
777	3579	0	1.0
153	1136	18	1.0
1402	4654	8	1.0
34	73	17	1.0
2013	1135	67	1.0
522	3647	96	1.0
161	1181	93	1.0
370	2637	0	1.0
231	1662	69	1.0
1709	1191	144	1.0
1190	1472	141	1.0
1504	247	24	1.0
2662	3113	144	1.0
1297	4326	24	1.0
914	2490	137	1.0
1303	4410	81	1.0
734	1942	48	1.0
3709	2763	33	1.0
2195	1452	3	1.0
1182	4559	166	1.0
590	4074	74	1.0
408	2892	14	1.0
3836	1684	159	1.0
422	2986	0	1.0
4455	3417	43	1.0
572	3956	161	1.0
336	620	120	1.0
1093	1409	16	1.0
519	3624	166	1.0
734	1936	0	1.0
3832	3115	46	1.0
1527	1133	140	1.0
627	4257	0	1.0
293	2102	118	1.0
3187	490	145	1.0
446	3163	96	1.0
2213	74	156	1.0
2171	1117	18	1.0
403	2769	145	1.0
625	4246	56	1.0
445	3106	111	1.0
4157	2864	164	1.0
2669	3109	92	1.0
315	2248	123	1.0
1787	805	159	1.0
3852	604	92	1.0
4467	50	105	1.0
589	4053	86	1.0
2962	2040	160	1.0
1769	682	48	1.0
1001	2143	48	1.0
374	2662	144	1.0
878	735	83	1.0
9	123	21	1.0
1492	308	2	1.0
977	786	48	1.0
279	2000	59	1.0
474	3334	91	1.0
361	735	160	1.0
189	1356	10	1.0
2633	1687	63	1.0
1504	238	49	1.0
422	2986	72	1.0
323	2308	116	1.0
269	1937	46	1.0
574	3979	65	1.0
1572	3158	144	1.0
274	1959	69	1.0
1518	3668	66	1.0
3715	2437	21	1.0
2085	3437	72	1.0
1394	536	120	1.0
410	2901	85	1.0
2178	3262	96	1.0
44	392	144	1.0
4146	308	62	1.0
16	187	117	1.0
1889	3352	116	1.0
1977	3940	118	1.0
2255	1683	144	1.0
699	4651	92	1.0
24	237	166	1.0
53	455	123	1.0
4641	1606	31	1.0
2766	113	48	1.0
654	4410	144	1.0
236	1738	83	1.0
267	1924	11	1.0
156	1151	39	1.0
309	2195	145	1.0
1950	3158	117	1.0
4400	284	48	1.0
630	4283	24	1.0
4415	3308	72	1.0
768	2094	120	1.0
4429	1625	118	1.0
1480	4321	0	1.0
412	2909	159	1.0
446	3160	48	1.0
332	2379	35	1.0
663	4446	48	1.0
872	40	161	1.0
2949	3278	46	1.0
134	1023	48	1.0
4604	2517	126	1.0
638	4316	18	1.0
2512	2408	129	1.0
9	117	164	1.0
440	3074	23	1.0
124	953	111	1.0
166	1214	127	1.0
409	2891	68	1.0
3637	3908	0	1.0
124	954	13	1.0
247	1808	0	1.0
693	4623	155	1.0
2399	1186	27	1.0
1355	81	120	1.0
167	1214	72	1.0
464	484	133	1.0
79	673	88	1.0
2899	4153	10	1.0
118	902	0	1.0
355	2552	57	1.0
653	4407	0	1.0
435	3043	52	1.0
496	3471	64	1.0
2255	1703	158	1.0
1647	3636	121	1.0
365	494	13	1.0
1718	922	160	1.0
1964	3959	48	1.0
1755	1474	73	1.0
123	927	133	1.0
3319	4568	44	1.0
225	1598	137	1.0
210	1497	144	1.0
1297	3108	78	1.0
12	154	80	1.0
12	143	33	1.0
661	4433	135	1.0
2236	1435	74	1.0
3973	3328	145	1.0
410	2900	24	1.0
476	3352	135	1.0
864	3485	11	1.0
1297	1541	1	1.0
249	1815	89	1.0
3579	230	41	1.0
24	235	1	1.0
89	744	130	1.0
423	2988	19	1.0
3825	596	155	1.0
347	23	48	1.0
1527	1131	140	1.0
618	4194	70	1.0
674	4485	71	1.0
2125	3233	161	1.0
263	1904	82	1.0
479	3367	96	1.0
1046	167	96	1.0
205	1434	144	1.0
325	2339	98	1.0
273	1966	131	1.0
629	4277	58	1.0
2540	3316	130	1.0
605	4142	67	1.0
4713	2134	115	1.0
414	2935	95	1.0
4047	4668	25	1.0
4602	4130	156	1.0
3535	567	145	1.0
273	1963	132	1.0
1889	551	50	1.0
3985	287	164	1.0
2487	4470	144	1.0
2176	3641	164	1.0
3391	859	48	1.0
2303	3378	108	1.0
444	586	15	1.0
240	1770	24	1.0
2568	3595	139	1.0
204	1439	117	1.0
124	952	72	1.0
273	1953	107	1.0
3089	2413	22	1.0
684	4553	91	1.0
3229	2995	39	1.0
1893	2227	16	1.0
1183	3229	48	1.0
292	2096	0	1.0
1654	4395	67	1.0
5	67	63	1.0
4247	3274	20	1.0
17	188	72	1.0
1307	3425	16	1.0
641	1662	0	1.0
4535	2136	69	1.0
2255	1683	117	1.0
265	1916	104	1.0
3601	1420	24	1.0
4472	2169	72	1.0
464	3282	90	1.0
578	4007	161	1.0
30	286	74	1.0
232	113	44	1.0
568	3919	165	1.0
215	1528	91	1.0
751	535	96	1.0
3556	3073	25	1.0
1515	3943	68	1.0
179	1300	144	1.0
2864	1703	17	1.0
2994	560	21	1.0
4391	284	72	1.0
4455	3417	2	1.0
902	550	133	1.0
578	4006	22	1.0
6	78	96	1.0
2847	1736	44	1.0
3006	1151	148	1.0
1856	64	0	1.0
2743	2092	0	1.0
1628	520	21	1.0
2640	3116	48	1.0
641	95	112	1.0
2982	3832	159	1.0
122	923	24	1.0
4043	4673	0	1.0
1515	3951	70	1.0
474	3339	21	1.0
414	2930	0	1.0
2648	578	67	1.0
144	1093	49	1.0
2940	1446	86	1.0
1590	3846	24	1.0
195	1381	136	1.0
1934	2904	68	1.0
4357	3276	95	1.0
295	2117	115	1.0
3852	1676	166	1.0
756	2634	93	1.0
513	474	10	1.0
528	3683	138	1.0
3711	265	27	1.0
14	169	81	1.0
2874	3094	48	1.0
1810	2821	63	1.0
235	1726	49	1.0
4599	1932	10	1.0
220	1563	84	1.0
2649	1661	21	1.0
2864	1713	22	1.0
3138	1671	20	1.0
312	2232	95	1.0
116	900	0	1.0
3794	167	157	1.0
578	4003	95	1.0
3135	1987	105	1.0
681	4530	15	1.0
1527	1139	133	1.0
320	2293	97	1.0
680	4506	96	1.0
198	1398	86	1.0
1135	4604	144	1.0
1078	82	98	1.0
527	3684	158	1.0
947	171	38	1.0
238	1749	97	1.0
464	484	95	1.0
550	2564	49	1.0
3267	3676	1	1.0
3967	213	24	1.0
233	1718	163	1.0
3464	3530	24	1.0
3997	4211	162	1.0
98	780	46	1.0
4528	3271	152	1.0
1101	4003	0	1.0
3661	3158	24	1.0
1363	3608	20	1.0
2112	4039	164	1.0
409	2891	73	1.0
2099	1316	17	1.0
24	244	166	1.0
1383	2188	0	1.0
1271	3641	48	1.0
355	2560	92	1.0
1121	3642	92	1.0
155	1144	46	1.0
4826	2773	18	1.0
487	3429	48	1.0
504	3532	167	1.0
440	3070	18	1.0
2255	120	112	1.0
2967	2405	71	1.0
2730	3908	72	1.0
406	2841	34	1.0
90	747	108	1.0
4485	3316	113	1.0
3256	4458	96	1.0
2648	1687	94	1.0
1376	4024	94	1.0
3462	1553	57	1.0
51	443	46	1.0
1765	4623	141	1.0
1007	3868	97	1.0
204	1436	117	1.0
25	247	122	1.0
4146	520	87	1.0
2151	4630	1	1.0
459	3243	26	1.0
92	763	0	1.0
1207	269	103	1.0
4869	239	158	1.0
2637	1663	48	1.0
493	2651	65	1.0
1717	4018	73	1.0
686	3940	144	1.0
2961	535	110	1.0
4869	238	50	1.0
4438	1671	48	1.0
422	2989	75	1.0
464	3268	147	1.0
3948	1624	4	1.0
3825	1694	155	1.0
459	3244	120	1.0
632	4284	34	1.0
586	4037	70	1.0
4492	281	0	1.0
3899	1421	97	1.0
2778	3457	58	1.0
552	2064	115	1.0
415	2945	23	1.0
198	1400	116	1.0
217	1544	136	1.0
22	226	135	1.0
4357	3280	25	1.0
419	2967	72	1.0
970	1401	15	1.0
1990	3800	13	1.0
2540	3322	145	1.0
2791	833	149	1.0
239	1769	142	1.0
3505	4117	25	1.0
242	1788	0	1.0
566	3891	164	1.0
628	4270	10	1.0
3875	4325	165	1.0
493	2651	132	1.0
2643	1683	157	1.0
318	2276	131	1.0
4475	3437	72	1.0
523	3654	107	1.0
1990	3800	45	1.0
444	3111	158	1.0
3164	4555	19	1.0
683	4554	17	1.0
627	4260	109	1.0
75	641	2	1.0
2255	1539	90	1.0
734	1936	24	1.0
39	360	164	1.0
468	3297	159	1.0
357	2563	76	1.0
123	941	17	1.0
357	2564	142	1.0
128	988	24	1.0
225	1607	138	1.0
1527	1139	144	1.0
468	3299	27	1.0
253	1849	107	1.0
3794	167	84	1.0
595	4096	50	1.0
1499	4436	130	1.0
3641	3857	8	1.0
14	178	89	1.0
3273	921	41	1.0
416	2963	48	1.0
225	1601	42	1.0
1140	1668	49	1.0
119	905	93	1.0
217	1545	42	1.0
4135	3857	74	1.0
3875	110	38	1.0
483	3401	144	1.0
3601	1421	70	1.0
1156	1174	137	1.0
406	2866	48	1.0
9	96	20	1.0
37	346	71	1.0
1181	3222	0	1.0
527	3674	158	1.0
231	107	67	1.0
3823	3112	0	1.0
686	3947	95	1.0
339	2430	17	1.0
2124	3240	51	1.0
72	609	163	1.0
667	4458	48	1.0
1810	2821	144	1.0
3840	122	22	1.0
222	1588	20	1.0
3016	543	96	1.0
203	1427	118	1.0
328	2356	15	1.0
2767	1683	115	1.0
213	1509	0	1.0
3851	1683	12	1.0
595	4094	71	1.0
1315	2418	72	1.0
348	2518	159	1.0
3750	2948	149	1.0
321	2298	37	1.0
452	3198	96	1.0
536	3741	68	1.0
405	2806	0	1.0
171	1267	93	1.0
4335	3771	0	1.0
403	2766	45	1.0
241	1779	13	1.0
109	820	163	1.0
1527	1129	69	1.0
4449	2399	110	1.0
25	235	122	1.0
5	65	37	1.0
3852	1539	92	1.0
403	2764	33	1.0
337	1468	16	1.0
3768	43	37	1.0
1528	4666	48	1.0
164	1196	70	1.0
3291	617	93	1.0
193	1373	129	1.0
662	4440	97	1.0
206	1459	18	1.0
341	2450	0	1.0
527	3681	93	1.0
57	472	41	1.0
692	282	0	1.0
795	1228	166	1.0
3454	3659	96	1.0
4247	485	22	1.0
709	941	112	1.0
204	1439	18	1.0
227	1643	110	1.0
741	1808	69	1.0
3825	1667	155	1.0
3875	106	70	1.0
124	955	36	1.0
2255	1703	40	1.0
255	1868	93	1.0
1388	3378	132	1.0
320	2290	27	1.0
506	3541	158	1.0
2580	2704	29	1.0
3378	3383	166	1.0
179	1305	112	1.0
661	4430	0	1.0
2461	1294	120	1.0
444	3122	159	1.0
592	1210	95	1.0
284	2038	143	1.0
4429	569	118	1.0
351	2536	49	1.0
3430	1420	24	1.0
622	4226	155	1.0
2451	4231	0	1.0
269	1934	167	1.0
614	4170	43	1.0
1407	3204	144	1.0
2684	592	23	1.0
3851	3117	69	1.0
1603	742	46	1.0
24	242	102	1.0
1237	2344	69	1.0
4790	4236	96	1.0
337	2415	69	1.0
1668	1393	136	1.0
570	3927	26	1.0
1157	428	48	1.0
281	2017	45	1.0
2181	1163	120	1.0
4201	2147	48	1.0
3679	919	58	1.0
583	4023	120	1.0
1755	1476	14	1.0
481	2497	46	1.0
171	1259	117	1.0
516	3614	74	1.0
1451	1139	140	1.0
341	2459	87	1.0
174	1274	43	1.0
491	2399	48	1.0
2595	2493	2	1.0
1469	3830	0	1.0
2561	1693	15	1.0
115	887	69	1.0
1835	4305	88	1.0
4604	2205	25	1.0
317	2266	24	1.0
3138	3106	67	1.0
800	1619	72	1.0
348	2215	143	1.0
947	179	158	1.0
422	2987	96	1.0
2683	3435	92	1.0
4246	3278	21	1.0
69	554	155	1.0
1889	3358	150	1.0
1191	3556	161	1.0
522	3637	145	1.0
1987	1199	93	1.0
166	1213	127	1.0
10	129	28	1.0
3662	3165	99	1.0
3985	287	52	1.0
2777	193	26	1.0
4208	1260	147	1.0
4528	484	152	1.0
1567	3657	38	1.0
323	2329	144	1.0
2148	3191	86	1.0
1628	519	92	1.0
930	3844	144	1.0
1092	4017	75	1.0
1103	4232	88	1.0
3751	3440	20	1.0
323	2307	26	1.0
3752	3443	96	1.0
3585	1473	0	1.0
822	1634	112	1.0
2444	3884	120	1.0
222	1322	150	1.0
414	2941	160	1.0
464	485	95	1.0
405	2818	43	1.0
563	89	50	1.0
1940	281	24	1.0
3	42	88	1.0
485	3408	164	1.0
2662	92	144	1.0
183	1336	167	1.0
3591	3462	94	1.0
687	4585	121	1.0
3394	3320	74	1.0
4488	4582	136	1.0
4480	1671	48	1.0
1830	3317	71	1.0
481	2497	143	1.0
1788	803	91	1.0
650	2472	114	1.0
169	1239	40	1.0
508	3578	62	1.0
2769	2380	158	1.0
277	895	144	1.0
3825	106	155	1.0
53	458	159	1.0
3823	4323	0	1.0
4335	3776	19	1.0
2399	1186	147	1.0
3662	3165	144	1.0
239	1769	32	1.0
263	1906	148	1.0
1450	1136	132	1.0
1668	1395	94	1.0
275	1978	72	1.0
2149	1114	119	1.0
403	2768	61	1.0
621	4225	148	1.0
751	1185	27	1.0
44	393	85	1.0
405	2812	114	1.0
22	222	21	1.0
1934	2904	24	1.0
3310	3275	147	1.0
406	2855	48	1.0
4531	2364	0	1.0
130	1005	96	1.0
39	364	144	1.0
6	79	120	1.0
146	1102	55	1.0
408	2891	14	1.0
4	49	109	1.0
355	2549	0	1.0
2682	2498	26	1.0
4799	900	47	1.0
32	304	18	1.0
456	3222	21	1.0
590	4071	74	1.0
2111	4044	22	1.0
4343	1872	0	1.0
2852	3679	19	1.0
65	512	39	1.0
4295	828	111	1.0
1463	3866	111	1.0
3827	1698	67	1.0
849	4036	36	1.0
227	1644	111	1.0
491	2399	90	1.0
3605	415	136	1.0
323	2318	157	1.0
1938	4203	97	1.0
367	2623	24	1.0
2648	1672	132	1.0
3823	98	113	1.0
1889	1792	61	1.0
531	3717	23	1.0
2662	591	17	1.0
572	3951	165	1.0
2550	1122	158	1.0
1378	1472	0	1.0
1990	3800	120	1.0
2669	3109	128	1.0
2974	4607	140	1.0
464	3282	133	1.0
227	1620	155	1.0
1380	2855	15	1.0
664	4452	25	1.0
694	4628	48	1.0
232	1704	94	1.0
595	4089	14	1.0
335	2390	112	1.0
251	1828	108	1.0
82	696	47	1.0
2666	582	20	1.0
442	3099	142	1.0
583	4022	155	1.0
4869	231	1	1.0
70	569	26	1.0
601	4135	51	1.0
341	2453	148	1.0
2454	3664	22	1.0
1728	2717	72	1.0
456	3223	120	1.0
2845	4491	50	1.0
3066	2427	147	1.0
4108	2227	127	1.0
144	1093	12	1.0
449	3181	20	1.0
24	238	125	1.0
284	2031	142	1.0
34	310	14	1.0
450	3184	85	1.0
1297	3117	145	1.0
1129	1720	45	1.0
1515	3950	66	1.0
668	2961	120	1.0
2684	596	144	1.0
616	4181	134	1.0
1190	1470	23	1.0
3728	3358	110	1.0
53	462	15	1.0
434	3041	92	1.0
232	120	44	1.0
4433	3069	117	1.0
485	3413	24	1.0
125	961	95	1.0
72	607	126	1.0
2522	540	167	1.0
2626	1405	144	1.0
88	739	0	1.0
1475	3820	0	1.0
273	1958	131	1.0
406	2826	142	1.0
184	1338	46	1.0
3874	1618	0	1.0
379	2686	90	1.0
348	2514	144	1.0
2051	4634	70	1.0
563	78	141	1.0
3278	2488	95	1.0
504	3523	17	1.0
2965	446	39	1.0
464	3274	43	1.0
406	2822	28	1.0
1889	1624	116	1.0
351	2531	39	1.0
3664	4477	122	1.0
2176	3641	119	1.0
1931	1880	157	1.0
366	2603	97	1.0
2236	1441	96	1.0
590	4075	29	1.0
4247	3274	70	1.0
132	1016	159	1.0
3267	3678	110	1.0
34	319	16	1.0
238	1751	25	1.0
1336	3845	96	1.0
1935	4064	96	1.0
2575	1593	39	1.0
4438	1662	24	1.0
587	4037	71	1.0
2551	1116	68	1.0
1997	1132	69	1.0
289	2076	70	1.0
876	3327	69	1.0
70	569	144	1.0
233	95	48	1.0
702	3265	85	1.0
1135	4603	144	1.0
291	2091	96	1.0
694	4623	142	1.0
1652	239	28	1.0
557	3829	0	1.0
2013	1129	67	1.0
2617	3377	85	1.0
1191	3375	13	1.0
931	3796	98	1.0
1973	1619	16	1.0
336	2407	94	1.0
82	689	15	1.0
689	2787	0	1.0
3512	4017	48	1.0
3543	3240	10	1.0
1570	205	19	1.0
86	728	94	1.0
1271	3665	23	1.0
666	4459	0	1.0
4869	4596	29	1.0
546	3691	167	1.0
516	3608	71	1.0
230	1656	117	1.0
198	1400	37	1.0
487	3425	108	1.0
3727	3346	72	1.0
356	2569	163	1.0
1568	3650	120	1.0
138	1059	70	1.0
1860	2146	47	1.0
75	639	58	1.0
318	2279	98	1.0
682	4527	71	1.0
3825	1677	155	1.0
702	4667	20	1.0
3465	3383	97	1.0
321	2294	0	1.0
3337	2821	15	1.0
307	2181	70	1.0
1450	1131	71	1.0
776	1259	72	1.0
568	3905	90	1.0
69	553	110	1.0
971	2168	2	1.0
206	1451	63	1.0
348	2518	67	1.0
25	239	41	1.0
2561	1679	90	1.0
942	3268	49	1.0
3744	703	94	1.0
2570	4496	0	1.0
527	3676	20	1.0
1107	3589	144	1.0
198	1389	14	1.0
568	3909	1	1.0
3072	99	66	1.0
1994	1682	45	1.0
490	1050	48	1.0
26	259	75	1.0
152	1129	24	1.0
3744	3068	166	1.0
204	1447	92	1.0
26	257	24	1.0
670	4472	34	1.0
299	2139	96	1.0
505	3537	0	1.0
573	3963	88	1.0
4869	249	89	1.0
2620	3458	0	1.0
2	17	18	1.0
169	1240	39	1.0
448	3171	88	1.0
1977	3959	67	1.0
550	3037	95	1.0
1141	1708	160	1.0
235	1729	25	1.0
346	2494	147	1.0
328	2358	19	1.0
138	1048	0	1.0
232	1668	165	1.0
1686	3226	99	1.0
216	93	0	1.0
576	3983	0	1.0
4429	559	48	1.0
652	4391	89	1.0
683	4549	64	1.0
436	3047	0	1.0
941	2365	1	1.0
662	4444	25	1.0
3792	1168	167	1.0
409	2891	43	1.0
4697	2139	0	1.0
3768	4311	35	1.0
704	508	142	1.0
351	2529	144	1.0
285	2048	137	1.0
3852	1672	42	1.0
4728	582	45	1.0
131	1008	0	1.0
2637	1675	0	1.0
2638	3155	19	1.0
4112	1592	48	1.0
2649	1534	17	1.0
405	2817	114	1.0
2293	4436	10	1.0
629	4279	84	1.0
2570	4497	45	1.0
431	3020	72	1.0
4263	1658	11	1.0
4121	1019	92	1.0
3594	1620	59	1.0
8	108	165	1.0
315	2254	25	1.0
232	116	94	1.0
20	209	93	1.0
2649	3114	21	1.0
4229	952	24	1.0
606	4145	136	1.0
1527	1131	0	1.0
160	1182	0	1.0
3823	1696	113	1.0
4064	3150	64	1.0
405	2772	113	1.0
947	174	57	1.0
3825	1692	155	1.0
198	1392	92	1.0
423	2988	72	1.0
26	254	48	1.0
1515	3947	66	1.0
1301	2254	114	1.0
105	809	41	1.0
274	1959	22	1.0
4566	4672	12	1.0
418	2968	18	1.0
4475	3440	165	1.0
2431	371	0	1.0
498	3490	96	1.0
2689	93	19	1.0
3344	1404	98	1.0
1431	599	21	1.0
318	2275	137	1.0
2286	1043	0	1.0
2662	1672	119	1.0
662	4439	96	1.0
63	503	37	1.0
3281	4485	0	1.0
4415	3308	0	1.0
4246	3274	136	1.0
109	830	139	1.0
3539	2907	23	1.0
3814	3229	74	1.0
2643	1672	157	1.0
665	4456	0	1.0
406	2846	34	1.0
3601	1416	91	1.0
236	1737	90	1.0
1009	4012	90	1.0
1570	207	19	1.0
4465	2664	72	1.0
1019	3860	154	1.0
1113	785	140	1.0
25	231	49	1.0
1140	1533	72	1.0
313	2235	0	1.0
2990	2638	88	1.0
166	1212	96	1.0
3714	754	163	1.0
1649	2469	43	1.0
20	213	92	1.0
1584	732	18	1.0
597	4120	0	1.0
243	1790	142	1.0
431	3020	24	1.0
406	2876	157	1.0
414	2930	72	1.0
